provided_interaction_type_label,provided_interaction_type_id,mapped_to_interaction_type_label,mapped_to_interaction_type_id,,,
60-80 cm tall. Inflorescence erect. Corolla orange. Label remarks,,ignore,,,,
60-90 cm tall. Abaxial leaf surface uniformly green. Calyx lobes green. Corolla uniformly yellow. Fruit a white cone-shaped fleshy capsule. Label remarks,,ignore,,,,
61 of them from Europe and 31 from the US. Three-quarters of the infestations were acquired in three countries considered endemic,,ignore,,,,
61 of them from Europe and 31 from the USA. Three quarters of the infestations were acquired in three countries that consider this an endemic,,ignore,,,,
62(2),,ignore,,,,
631–632. doi,,ignore,,,,
65 m. On coral debris. Pillai and ten Hove (1994) recorded the species from depths of 10 - 30 m. The sample also contained two Spiraserpula species,,ignore,,,,
65 m. On coral debris. Pillai and ten Hove (1994) recorded the species from depths of 10 - 30 m. The sample also contained two Spiraserpula species,,ignore,,,,
65 m. The same sample contained other serpulids,,ignore,,,,
65 m. The same sample contained other serpulids,,ignore,,,,
65-109. doi,,ignore,,,,
7 marsupials),,ignore,,,,
70 cm tall. Abaxial leaf surface violet. Corolla red Our remarks,,ignore,,,,
700 m (photograph by P. K. Khine). Figure 4. Habitat of Selliguea kachinensis,,ignore,,,,
700 m (photograph by P. K. Khine). Figure 4. Habitat of Selliguea kachinensis,,ignore,,,,
8 m. frutos verdes. Nombre Kichwa,,ignore,,,,
84,,ignore,,,,
90,,ignore,,,,
90 percent slope in pure granite rock. Associated plants,,ignore,,,,
92),,ignore,,,,
92),,ignore,,,,
932 juvenile snails per m² was recorded.Košel V. (2004). Theodoxus fluviatilis (Gastropoda) – nový invázny druh v strednej Európe?. In,,ignore,,,,
938B,,ignore,,,,
938C,,ignore,,,,
983–989. doi,,ignore,,,,
a 15 mL falcon tube placed at a depth of 12.5 cm below the ground surface. It contained ethanol 70 % and was baited with tuna mixed with honey (see Suppl. material 1,,ignore,,,,
A Blood-Sucking Snail,,ignore,,,,
A branch in flower<br/><br/>D. ophioliticum often grows in association with a large number of plants including,,ignore,,,,
a canopy of Acer saccharum and Tilia americana. Other ferns collected here include,,ignore,,,,
a canopy of Acer saccharum and Tilia americana. Other sedges collected here include,,ignore,,,,
a coastal sage scrub community (disturbed). Associated spp,,ignore,,,,
a defensive strategy that distracts potential predators. This sea cucumber is nocturnal and very cryptic,,ignore,,,,assuming the target is the host
a disturbed roadside community. Associated spp,,ignore,,,,assuming the target is the host
a fact confirmed by examining the stomach contents of stranded animals among which the indigestible beaks of the squids are found.<br/><br/>File,,ignore,,,,
a few hundred feet inland from beach dunes. Assoc,,ignore,,,,
a guide for species identification,,ignore,,,,
A lot of Tamarix sp. That had signs of a die back. Other alkaline species include,,ignore,,,,
A lot of Tamarix sp. That had signs of die back. Other alkaline species include,,ignore,,,,
a mix of green and brown plants with some skeletons. Associates,,ignore,,,,
a mixture,,ignore,,,,
a new deep-sea scalpelliform barnacle (Eolepadidae,,ignore,,,,
A number of species of butterflies and moths feed on strawberry plants,,ignore,,,,
A number of species of butterflies and moths feed on strawberry plants,,ignore,,,,
a parasite of Pelecanus onocrotalus (Pelecanidae) and Anas plathyrinchos (Anatidae). Parasite 18(1),,ignore,,,,assuming the target is the hostt
a Partial Review. European Journal of Entomology 108.2 (2011),,ignore,,,,assuming the target is the parasite
a scattering of black ash and white cedar. Assoc. sp,,ignore,,,,
a summary publication announced success,,ignore,,,,
A thin layer of clayey soil over gravel. Other plants collected here include,,ignore,,,,
A thin layer of clayey soil over gravel. Other sedges and rushes collected here include,,ignore,,,,
a view with which I agree. In his thesis Goncalves (2002) divided the tribe Spathicarpeae into three subtribes,,ignore,,,,
A wide variety of sedge and herb spp. Assoc. sp,,ignore,,,,
A. and Christie D. (editors). (2003). Handbook of the Birds of the World. Volume 8,,ignore,,,,
A. and G. Vaitonis. 2005. The structure and seasonal dynamics of zoobenthic communities in the northern and central parts of the Curonian lagoon. Acta Zoologica Lituanica 15(4),,ignore,,,,
A. D. Anjum and B. Hayat. 1998. Prevalence and ecology of freshwater snails in Punjab. Malaysian Applied Biology 27(1–2),,ignore,,,,
A. M. (1968) The feeding behaviour of Rostanga rubicunda (Mollusca,,ignore,,,,
A. M. 2005. Effects of deposited sediment on patch selection by two grazing stream invertebrates. Hydrobiologia 549(1),,ignore,,,,
A. P. (2012). Physiological consequences of the salmon louse (Lepeophtheirus salmonis) on juvenile pink salmon (Oncorhynchus gorbuscha),,ignore,,,,
A. rubrum. Subdominants,,ignore,,,,
A. rubrum. Subdominants,,ignore,,,,
A. spp,,ignore,,,,
A. Spp,,ignore,,,,
A. W. (1998). Fungal melanins,,ignore,,,,
A. W. 1991. Assessment of the risks from tropical deforestation to Canadian songbirds. Trans. NA Wildl. Nat. Res. Conf. 56,,ignore,,,,
A. W. 1991. Assessment of the risks from tropical deforestation to Canadian songbirds. Trans. NA Wildl. Nat. Res. Conf. 56,,ignore,,,,
aassociated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Aassociated species,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
abaxial leaf surface green with red tinge. Flowers in axillary clusters (10+ flowers/axil). Calyx lobes cucullate and dark red. Corolla orange and hypocyrtoid. Flowers NOT resupinate. Label remarks,,ignore,,,,
abaxial surface either light blue or green. Calyx light green. Corolla tubular and white. Label remarks,,ignore,,,,
abaxial surface red. Calyx green. Corolla cream-white and tubular. Pedicel curved. Label remarks,,ignore,,,,
abaxially light green. Corolla white and tubular. Note,,ignore,,,,
Abielas community.  Dominant understorey species,,ignore,,,,
Abielas community.  Dominant understorey species,,ignore,,,,
Abies balsamea.  Other trees,,ignore,,,,
Abies balsamea.  Other trees,,ignore,,,,
Abies balsamea.  Understory,,ignore,,,,
Abies balsamea.  Understory,,ignore,,,,
Abies concolor. Margins of lake dominated by Agrostis idahoensis. Associated species,,ignore,,,,
Abies lasiocarpa community.  Understorey species,,ignore,,,,
Abies lasiocarpa community.  Understorey species,,ignore,,,,
Abies magnifica. Other associated plant species include,,ignore,,,,
Abies magnifica. Other associated plants include,,ignore,,,,
about 6 m depth) (Fig. 4 d). Habitats recorded outside the Black Sea include the following,,ignore,,,,
above the dominants,,ignore,,,,
above vernal pool. Associates,,ignore,,,,
Abundance,,ignore,,,,
Abundance,,ignore,,,,
Abundant with N. minor in shallow water. Voucher,,ignore,,,,
Abundant. Voucher,,ignore,,,,
Acacia greggii,,ignore,,,assuming the target is the host,
accessed 8 February 2011. Phoca hispida and other seals and birds. The pteropod Clione limacina feeds almost entirely on the genus Limacina,,ignore,,,,
accoc. spp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
accociated species include,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
accociated taxa,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
accompanying plants,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
accosiated sp.,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
accosiated vegetation,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Ace rubrum. Subdominants,,ignore,,,,
Ace rubrum. Subdominants,,ignore,,,,
Acer (note,,ignore,,,,
Acer negundo. Subdominants,,ignore,,,,
Acer negundo. Subdominants,,ignore,,,,
Acer nigrum.  Subdominants,,ignore,,,,
Acer nigrum.  Subdominants,,ignore,,,,
Acer rubra. Subdominants,,ignore,,,,
Acer rubra. Subdominants,,ignore,,,,
Acer rubrum.  Subdominants,,ignore,,,,
Acer rubrum.  Subdominants,,ignore,,,,
Acer rubrum. Subdominants,,ignore,,,,
Acer rubrum. Subdominants,,ignore,,,,
Acer saccharinum.  Subdominants,,ignore,,,,
Acer saccharinum.  Subdominants,,ignore,,,,
Acer saccharinum. Fraxinus pennsylvanica. Assoc. species,,ignore,,,,
Acer saccharinum. Subdominants,,ignore,,,,
Acer saccharinum. Subdominants,,ignore,,,,
Acer saccharinum. Understory,,ignore,,,,
Acer saccharum Understory,,ignore,,,,
Acer saccharum.  Subdominants,,ignore,,,,
Acer saccharum.  Subdominants,,ignore,,,,
Acer saccharum. Subdominants,,ignore,,,,
Acer saccharum. Subdominants,,ignore,,,,
Acer sp. and Panicum latifolium. Species recorded at plot Z82 by AES,,ignore,,,,
Acer sp. Species recorded at plot Z82 by AES,,ignore,,,,
Acer spicatum. Assoc. species,,ignore,,,,
Achillea millefolium. Other nearby plants include,,ignore,,,,
Achillea millefolium. Other nearby plants include,,ignore,,,,
Achnatherum hymenoides,,ignore,,,,
Acipenser naccarii and Acipenser sturio. The hosts for this species were unknown for a long time,,ignore,,,,
Active breeding colony<br/><br/>Abandoned breeding colony.<br/><br/>Linnaeus already remarked on this species' breeding habits,,ignore,,,,
Active breeding colony<br/><br/>Linnaeus already remarked on this species' breeding habits,,ignore,,,,
active stream channel,,ignore,,,,
Active stream channel,,ignore,,,,
adaxial leaf surface dark green. Inflorescence an erect panicle. Corolla campanulate and white. Mature fruit a capsule. Label remarks,,ignore,,,,
adaxial surface dark green. Inflorescnece an erect panicle. Fruit a capsule. Label remarks,,ignore,,,,
adaxially light green to variegated. Label remarks,,ignore,,,,
Adenostoma fasciculatum abundant. Found near,,ignore,,,,
Adenostoma fasciculatum var. fasciculatum. Firebreak,,ignore,,,,
adjacent annuals,,ignore,,,,
Adjacent community,,ignore,,,,
adjacent community of creosote bush scrub,,ignore,,,,
Adjacent forest community,,ignore,,,,
adjacent to coastal sage scrub. Associates,,ignore,,,,
adjacent to dry wash,,ignore,,,,
adjacent to mixed chaparral,,ignore,,,,
adjacent to mixed chaparral. Associates,,ignore,,,,
Adjacent to mixed chaparral. Associates,,ignore,,,,
adjacent to mixed shrub. Associates,,ignore,,,,
Adjacent to montane chaparral. Associates,,ignore,,,,
adjacent to mxed chaparral. Associates,,ignore,,,,
Adjacent to Pinus remorata forest. Associated species,,ignore,,,,
Adjacent to Rhus integrifolia and mixed chaparral. Associate,,ignore,,,,
Adjacent to riparian woodland. Associates,,ignore,,,,
adjacent to trail. Associates,,ignore,,,,
Adjacent vegetation,,ignore,,,,
Adjacent vegetation chaparral. Associated species,,ignore,,,,
Adjacent vegetation chaparral. Associateed species,,ignore,,,,
adult,,ignore,,,,
adults resting on the stones and in flight between grasses at the top of Dushak Mountain. Flowers visited,,ignore,,,,
Aesculus spp,,ignore,,,,
Afroalpine grassland.rrfrom,,ignore,,,,
Agallador,,ignore,,,,
Agastache urticifolia,,ignore,,,,
age,,ignore,,,,
Aglaomorpha quercifolia (synonym,,ignore,,,,
agresion,,ignore,,,,
agresion,,ignore,,,,
Agrimonia sp. Species recorded at plot E111 by AES,,ignore,,,assuming the target is the predator,
Agrostis capillaris (synonym,,ignore,,,,
Ailanthus triphysa'' leaves with larva of ''Eligma narcissus'' File,,ignore,,,,
Aislado de,,ignore,,,,
Al. The Saltwater Fish Identifier.  New York,,ignore,,,,
Alabama. Castanea 66(1-2),,ignore,,,,
Alaska Region. Publication R10-PR-035.81 PAGES 40-42.<br/><br/>Image,,ignore,,,,
aledana se compone de,,ignore,,,,
alimentacion adulto,,ignore,,,,
alimentacion adulto,,ignore,,,,
Alimentación en,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
Alimentación y percha en,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
aliméntandose de,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
Aliméntandose de,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
Alimentandose en,,eats,http://purl.obolibrary.org/obo/RO_0002470,,,
Alimento,,ignore,,,,
Alkaline Sink Scru,,ignore,,,,
all populations of sea turtles that occur in United States waters are listed as threatened or endangered by the US Endangered Species Act (ESA). The US listing status of the loggerhead is under review as of 2012.<br/><br/> !IUCN Redlist United States ESA*  Green Endangered Endangered,,ignore,,,,
all populations of sea turtles that occur in United States waters are listed as threatened or endangered by the US Endangered Species Act (ESA). The US listing status of the loggerhead sea turtle is under review as of 2012.<br/><br/> !IUCN Red List United States ESA*  Green Endangered Endangered,,ignore,,,,
Alluvial plain. Assoc,,ignore,,,,
Alnus-Salix riparian woodland,,ignore,,,,
Alnus. Shrubs,,ignore,,,,
Alnus. Shrubs,,ignore,,,,
along active stream channel,,ignore,,,,assuming the target is the prey
Along active stream channel,,ignore,,,,
along active streamchannel,,ignore,,,,
Along margin of large wash in mixed gravels. Occasional. Associates,,ignore,,,,
Along river wash,,ignore,,,,
along road cut. Associates,,ignore,,,,
Along sandy access road. Vernacular name,,ignore,,,,
Along service road Vernacular Name,,ignore,,,,
along shaded slope. Associated species,,ignore,,,,
Along shore of lake,,ignore,,,,
Along Town Creek at Williams point Vernacular name,,ignore,,,,
along trail Vernacular Name,,ignore,,,,
Along trail. Dominants,,ignore,,,,assuming the target is prey https://es.wikipedia.org/wiki/Depredaci%C3%B3n
Along trail. Mixed chaparral. Associates,,ignore,,,,
alongside common weeds,,ignore,,,,
alongside edges of hiking trail. Associated species,,ignore,,,,
Alower Sonoran,,ignore,,,,
alpine flora including,,ignore,,,assuming the target is the prey,
also,,ignore,,,,
Also,,ignore,,,,
Also at site,,ignore,,,,
Also collected here,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also collected in these pits,,ignore,,,,
Also collected nearby,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also collected or seen nearby,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also contains,,ignore,,,,
Also flowering,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also here,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also in area,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also in packet,,ignore,,,,
Also included in this collection is the isotype of Lembosia illiciicola Tracy & Earle. Bull. Torrey bot. Club 22,,ignore,,,,
Also included in this collection is the paratype of Asteridium illicii Tracy & Earle. Bull. Torrey Bot. Club 22,,ignore,,,,
also present,,ignore,,,,
also present,,ignore,,,,
Also present at site,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
Also seen or collected here,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,assuming the target is the prey,
Also seen or collected nearby,,ecologically co-occurs with,http://purl.obolibrary.org/obo/RO_0008506,,,
also utilise rot holes in ancient woodlands. Callicera spinolae will use rot holes from a wide variety of deciduous tree species including,,ignore,,,,
although several theories have been suggested,,ignore,,,,
altitude (calculated by projecting given coordinates onto Google Earth),,ignore,,,,
alumine osa),,ignore,,,,
Amanita rubescens (Pers.,,ignore,,,,
Amanita vaginata (Bull,,ignore,,,,
Amaranthus palmeri,,ignore,,,,
Amaranthus palmeri,,ignore,,,,
Amazonia,,ignore,,,,
Amazonia,,ignore,,,,
Ambrosia dumosa,,ignore,,,,
Ambrosia eriocentra,,ignore,,,,
Amelanchier interior. Others,,ignore,,,,
Amelanchier interior. Some other associates,,ignore,,,,
among,,ignore,,,,
Among boulders. Mixed chaparral. Associates,,ignore,,,,
among many others. Virtually all populations of teosintes are either threatened or endangered,,ignore,,,,
among many others. Virtually all populations of teosintes are either threatened or endangered,,ignore,,,,
Among the plants occuring in this area are,,ignore,,,,
Amongst,,ignore,,,,
Amongst,,ignore,,,,
Amongst shrubs. Associated species,,ignore,,,,
Amorpha fruiticosa,,ignore,,,,
Amp. Loc.,,ignore,,,,
Ampelomyces quisqualis Ces.,,ignore,,,,
Amphelopmyces quisqualis Ces.,,ignore,,,,
Amphimela citri (Bryant 1922,,ignore,,,,
Amphimela citri (Bryant 1922,,ignore,,,,
Amsonia grandiflora. Moist bank at water's edge with,,ignore,,,,
Amsonia grandiflora. Moist bank at water's edge with,,ignore,,,,
An array of flowers are visited including,,ignore,,,,
